Id: 1, Sentence: My body cast a shadow over the grass. The sun was rising. it was cut., Option1: the grass, Option2: the grass, Answer: the grass
Id: 217, Sentence: The girl was angry with her friend. it told a secret to her friend. The girl spread a rumor about her friend., Option1: the girl, Option2: the girl, Answer: the girl
Id: 218, Sentence: The girl was angry with her friend. The girl told a secret to her friend. The girl spread it about her friend., Option1: a rumor, Option2: a rumor, Answer: a rumor
Id: 219, Sentence: The girl was angry with her friend. The girl told a secret to her friend. The girl spread it about her friend., Option1: a rumor, Option2: a rumor, Answer: a rumor
Id: 220, Sentence: The girl trusted her friend. The girl told a secret to it. The girl spread a rumor about her friend., Option1: her friend, Option2: her friend, Answer: her friend
Id: 221, Sentence: The girl trusted her friend. The girl told a secret to her friend. The girl spread a rumor about it., Option1: her friend, Option2: her friend, Answer: her friend
Id: 222, Sentence: The girl trusted her friend. The girl told a secret to her friend. The girl spread a rumor about it., Option1: her friend, Option2: her friend, Answer: her friend
Id: 223, Sentence: The fugitive hid from the police. The fugitive remained at large. The police dropped it., Option1: the case, Option2: the case, Answer: the case
Id: 224, Sentence: The fugitive was shot by the police. The police dropped it. The fugitive remained at large., Option1: the case, Option2: the case, Answer: the case
Id: 225, Sentence: The fugitive was shot by the police. The police dropped the case. it remained at large., Option1: the fugitive, Option2: the fugitive, Answer: the fugitive
Id: 226, Sentence: I tipped the bottle. it in the bottle poured out. The liquid in the bottle froze., Option1: the liquid, Option2: the liquid, Answer: the liquid
Id: 227, Sentence: I tipped the bottle. The liquid in the bottle poured out. it in the bottle froze., Option1: the liquid, Option2: the liquid, Answer: the liquid
Id: 228, Sentence: I put the bottle into a freezer. The liquid in the bottle froze. it in the bottle poured out., Option1: the liquid, Option2: the liquid, Answer: the liquid
Id: 229, Sentence: I put the bottle into a freezer. The liquid in the bottle froze. The liquid in it poured out., Option1: the bottle, Option2: the bottle, Answer: the bottle
Id: 230, Sentence: The woman spoke with a foreign accent. She came from a wealthy family. it migrated from another country., Option1: she, Option2: she, Answer: she
Id: 231, Sentence: The woman was rich. She came from a wealthy family. it migrated from another country., Option1: she, Option2: she, Answer: she
Id: 232, Sentence: The boy's mouth stung. He blew out the candle. it ate a pepper., Option1: he, Option2: he, Answer: he
Id: 233, Sentence: Smoke got in the boy's eyes. He blew out the candle. He ate it., Option1: a pepper, Option2: a pepper, Answer: a pepper
Id: 234, Sentence: I finished a page of the book. I turned to it. I ripped out the next page., Option1: the next page, Option2: the next page, Answer: the next page
Id: 235, Sentence: I finished a page of the book. I turned to the next page. I ripped out it., Option1: the next page, Option2: the next page, Answer: the next page
Id: 236, Sentence: I finished a page of the book. I turned to the next page. I ripped out it., Option1: the next page, Option2: the next page, Answer: the next page
Id: 237, Sentence: I got angry while reading the book. it ritpped out the next page. I turned to the next page., Option1: i, Option2: i, Answer: i
Id: 238, Sentence: I got angry while reading the book. I ripped out the next page. I turned to it., Option1: the next page, Option2: the next page, Answer: the next page
Id: 239, Sentence: I got angry while reading the book. I ripped out the next page. it turned to the next page., Option1: i, Option2: i, Answer: i
Id: 240, Sentence: The service at the restaurant was slow. it was crowded. There were many empty tables., Option1: the restaurant, Option2: the restaurant, Answer: the restaurant
Id: 241, Sentence: The service at the restaurant was quick. There were many empty tables. it was crowded., Option1: the restaurant, Option2: the restaurant, Answer: the restaurant
Id: 242, Sentence: I saw a woman getting robbed on the street. it called 911. I hailed a cab., Option1: i, Option2: i, Answer: i
Id: 243, Sentence: I saw a woman getting robbed on the street. I called 911. it haitled a cab., Option1: i, Option2: i, Answer: i
Id: 244, Sentence: I saw a woman getting robbed on the street. I called 911. I hailed it., Option1: a cab, Option2: a cab, Answer: a cab
Id: 245, Sentence: I was late for the meeting. I hailed it. I called 911., Option1: a cab, Option2: a cab, Answer: a cab
Id: 246, Sentence: I was late for the meeting. I hailed a cab. it called 911., Option1: i, Option2: i, Answer: i
Id: 247, Sentence: I was late for the meeting. I hailed a cab. it called 911., Option1: i, Option2: i, Answer: i
Id: 248, Sentence: My stomach hurt. I ate birthday cake. I jogged on it., Option1: the treadmill, Option2: the treadmill, Answer: the treadmill
Id: 249, Sentence: My feet hurt. I jogged on the treadmill. it ate bitrthday cake., Option1: i, Option2: i, Answer: i
Id: 250, Sentence: I put my plate in the sink. it fitnitshed eatitng. I skipped dinner., Option1: i, Option2: i, Answer: i
Id: 251, Sentence: I put my plate in the sink. I finished eating. I skipped it., Option1: dinner, Option2: dinner, Answer: dinner
Id: 252, Sentence: I put my plate in the sink. I finished eating. I skipped it., Option1: dinner, Option2: dinner, Answer: dinner
Id: 253, Sentence: I didn't have to do the dishes. it fitnitshed eatitng. I skipped dinner., Option1: i, Option2: i, Answer: i
Id: 254, Sentence: I didn't have to do the dishes. I finished eating. it skitpped ditnner., Option1: i, Option2: i, Answer: i
Id: 255, Sentence: I didn't have to do the dishes. I finished eating. it skitpped ditnner., Option1: i, Option2: i, Answer: i
Id: 256, Sentence: The man closed the book. It provoked him to think. He finished reading it., Option1: it, Option2: it, Answer: it
Id: 257, Sentence: The man liked the book. He finished reading it. It provoked it to think., Option1: him, Option2: him, Answer: him
Id: 258, Sentence: The boy read the novel aloud to his grandfather. it was deaf. His grandfather was blind., Option1: his grandfather, Option2: his grandfather, Answer: his grandfather
Id: 259, Sentence: The boy read the novel aloud to his grandfather. His grandfather was deaf. it was blind., Option1: his grandfather, Option2: his grandfather, Answer: his grandfather
Id: 260, Sentence: The boy read the novel aloud to his grandfather. His grandfather was deaf. it was blind., Option1: his grandfather, Option2: his grandfather, Answer: his grandfather
Id: 261, Sentence: The boy communicated with his grandfather by writing. it was deaf. His grandfather was blind., Option1: his grandfather, Option2: his grandfather, Answer: his grandfather
Id: 262, Sentence: The boy communicated with his grandfather by writing. His grandfather was deaf. it was blind., Option1: his grandfather, Option2: his grandfather, Answer: his grandfather
Id: 263, Sentence: The boy communicated with his grandfather by writing. His grandfather was deaf. it was blind., Option1: his grandfather, Option2: his grandfather, Answer: his grandfather
Id: 264, Sentence: My foot went numb. I shook it. I put my shoes on., Option1: my foot, Option2: my foot, Answer: my foot
Id: 265, Sentence: My foot went numb. I shook my foot. it put my shoes on., Option1: i, Option2: i, Answer: i
Id: 266, Sentence: The sand at the beach was too hot. I put my shoes on. I shook it., Option1: my foot, Option2: my foot, Answer: my foot
Id: 267, Sentence: The photographer got the child to smile. it quickly snapped the child's photo. The photographer quickly changed the child's pose., Option1: the photographer, Option2: the photographer, Answer: the photographer
Id: 268, Sentence: The photographer got the child to smile. The photographer quickly snapped the child's photo. The photographer quickly changed it., Option1: the child's pose, Option2: the child's pose, Answer: the child's pose
Id: 269, Sentence: The photographer got the child to smile. The photographer quickly snapped the child's photo. it quickly changed the child's pose., Option1: the photographer, Option2: the photographer, Answer: the photographer
Id: 270, Sentence: The photographer could not see the child's face. it quickly changed the child's pose. The photographer quickly snapped the child's photo., Option1: the photographer, Option2: the photographer, Answer: the photographer
Id: 271, Sentence: The photographer could not see the child's face. The photographer quickly changed the child's pose. The photographer quickly snapped it., Option1: the child's photo, Option2: the child's photo, Answer: the child's photo
Id: 272, Sentence: The photographer could not see the child's face. The photographer quickly changed the child's pose. it quickly snapped the child's photo., Option1: the photographer, Option2: the photographer, Answer: the photographer
